"web-scraper-order","web-scraper-start-url","pagination","pagination-href","productlinks","productlinks-href","bookimg-src","title","medlemspris","pris","salgstext","ISBN"
"1629472741-619","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Karen Blixens Afrika
                          Medlemspris: 255,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788755912656-karen-blixens-afrika/",,"Karen Blixens Afrika","Medlemspris: 255,00 kr.","Pris: 299,95 kr.","Historien om Karen Blixens 18 år lange ophold i Kenya er velkendt fra forfatterindens egen beretning, Den afrikanske Farm, og også fra filmen Mit Afrika. Bogen bygger på virkelige hændelser, men er samtidig fiktion. Filmen tegner et stærkt romantiseret billede, især af kærlighedsforholdet mellem den danske baronesse og den engelske eventyrer Denys Finch Hatton.

KAREN BLIXENS AFRIKA går bag kulisserne og belyser en række væsentlige forhold i historien om, hvorfor den unge kvinde valgte at emigrere til den britiske kronkoloni. Hvordan hun på sin afrikanske farm håndterede at leve side om side med folkeslag, der var fremmede for hende. Hvad hun mente om de indfødtes traditioner – og hvad de mente om hendes. Hvordan hun forholdt sig til islam, herunder sharialoven, som hun selv kom til at dømme efter. Hvordan hun betragtede sin dobbeltrolle som repræsentant for overmagten og ven med den lokale befolkning. Og hvad hun i virkeligheden følte for de to mænd i sit afrikanske liv, storvildtjægerne Bror Blixen og Denys Finch Hatton. En lang række begivenheder og mennesker, der fik betydning for Karen Blixen, analyseres og sættes i relation til det senere så berømte forfatterskab. Afslutningsvis kommer bogen ind på de racismeanklager, som Karen Blixen efter sin død blev udsat for fra afrikansk hold.

KAREN BLIXENS AFRIKA er det første danske forsøg på at give en samlet vurdering af forfatterindens ophold i Kenya. Bogen er rigt illustreret og inddrager foruden Karen Blixens egne breve til familie og venner adskillige samtidige og nutidige kilder – beundrere såvel som kritikere.

""I hans bog står det hele, alt hvad der er afvejet, sigtet og fundet holdbart og pålideligt, og nye og gamle læsere kan (gen)stifte bekendtskab med den efterhånden gamle slager: Karen Blixens liv ... Illustrationerne er om ikke pragtfulde så i hvert fald hyperrelevante – og de understøtter indtrykket af, at Stormgaard her har skabt en grundbog om Karen Blixen og hendes relation til Afrika."" – Krist. Dagblad",
"1629472689-607","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Konfrontationskurs
                          Medlemspris: 270,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788702078817-konfrontationskurs/",,"Konfrontationskurs","Medlemspris: 270,00 kr.","Pris: 299,95 kr.","Tidehverv blev til i protest mod den sentimentaliserede og mere og mere inderlige og kælne kristendom, der havde vundet indpas i de første årtier i det tyvende århundrede. Målet, stærkt inspireret af Luther og Kierkegaard, var en kirke, der koncentrerede sig om forkyndelsen af evangeliet frem for at dyrke fromhed og gode gerninger. Det skete med fynd og klem og stor selvsikkerhed, og det var ikke helt tilfældigt, at en udbredt definition af Tidehverv lød: ”Gud er alt, jeg er intet, og du er idiot.” Konfrontationskurs er en veloplagt historie om den teologiske bevægelse Tidehverv og dens udvikling, fra dens grundlæggelse i 1926 til nu.",
"1629472436-504","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","København
                          Medlemspris: 200,00 kr.
                          Pris: 249,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740655612-koebenhavn/",,"København","Medlemspris: 200,00 kr.","Pris: 249,95 kr.","Man kan nyde bogens mange billeder hjemme, men endnu bedre bliver oplevelsen, hvis man tager bogen med ud til de pågældende steder, hvor man virkelig kan få syn for sagn.",
"1629473403-887","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","Danske Kongegrave I-III
                          Medlemspris: 920,00 kr.
                          Pris: 1.150,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763507813-danske-kongegrave-i-iii/",,"Danske Kongegrave I-III","Medlemspris: 920,00 kr.","Pris: 1.150,00 kr.","Danske Kongegrave indledes med et kapitel om danske kongegrave i et europæisk perspektiv og afsluttes med et kapitel om kongelig gravheraldik. For at dække emnets mange kulturhistoriske aspekter er værkets forfattere hentet blandt velrenommerede historikere, kunsthistorikere, arkæologer, arkitekter og billedhuggere/restauratorer. Alle skriver inden for deres ekspertområde. Sidst i bind III bringes kirkeplaner, stamtavler og registre.",
"1629473377-873","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","De dræbte krigere i Alken Enge
                          Medlemspris: 255,00 kr.
                          Pris: 300,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793423374-de-draebte-krigere-i-alken-enge/",,"De dræbte krigere i Alken Enge","Medlemspris: 255,00 kr.","Pris: 300,00 kr.",,
"1629473357-866","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","Nyhed
          
            
              
                                  
              
            
          
              De første og største fund
                          Medlemspris: 299,00 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799881673-de-foerste-og-stoerste-fund/",,"De første og største fund","Medlemspris: 299,00 kr.","Pris: 349,95 kr.","De Bornholmske Amatørarkæologers historie startede for 25 år siden, men den historie, som vi graver op af den bornholmske muld, strækker sig meget længere tilbage. Vi har fundet 5000 år gamle tværpile af flint, 1000 år gamle sølvskatte og guldskatte fra 500-tallet. Vi har fundet relikviekors, perler og guldgubber, men også moderne ting som bilnøgler og forsvundne vielsesringe.",
"1629473116-776","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788711917046.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472484-526","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788779343634.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473306-858","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","Den Danske Vinhistorie
                          Medlemspris: 259,00 kr.
                          Pris: 325,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788789531533-den-danske-vinhistorie/",,"Den Danske Vinhistorie","Medlemspris: 259,00 kr.","Pris: 325,00 kr.",,
"1629473444-942","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Danmarks oldtid i landskabet
                          Medlemspris: 340,00 kr.
                          Pris: 399,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711565216-danmarks-oldtid-i-landskabet/",,"Danmarks oldtid i landskabet","Medlemspris: 340,00 kr.","Pris: 399,95 kr.","Landskabet kan byde på store oplevelser og rummer spændende historier fra vores fortid. Bogen levendegør i tekst, fotografier og tegninger oldtidens Danmark og de mennesker, der boede i landet. Det er historiefortælling for hele familien.",
"1629473325-861","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","Den Danske Chokoladehistorie
                          Medlemspris: 248,00 kr.
                          Pris: 288,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788789531496-den-danske-chokoladehistorie/",,"Den Danske Chokoladehistorie","Medlemspris: 248,00 kr.","Pris: 288,00 kr.",,
"1629471658-181","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,"100 historier fra Frederiksberg
                          Medlemspris: 297,50 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711904312-100-historier-fra-frederiksberg/",,"100 historier fra Frederiksberg","Medlemspris: 297,50 kr.","Pris: 349,95 kr.","Fortællingerne om 100 af de mest interessante bygninger, monumenter, statuer og steder af særlig betydning for Frederiksbergs historie. Om Frederiksberg Have, Bakkehuset, K.B. Hallen, teatre, kirkegårde, gadebelysning, lindetræer, bænke og meget mere.",
"1629472352-478","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Med fornøden dristighed
                          Medlemspris: 279,96 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740669763-med-fornoeden-dristighed/",,"Med fornøden dristighed","Medlemspris: 279,96 kr.","Pris: 349,95 kr.","Med fornøden dristighed. Ordene er tilskrevet den danske søhelt Peter Wessel Tordenskiold, der under Store Nordiske Krig 1709-1720 viste, at han ikke var bange for at tage chancer, når han mødte fjenden.",
"1629471888-278","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","Sveriges cisterciencerklostre
                          Medlemspris: 253,94 kr.
                          Pris: 298,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799933624-sveriges-cisterciencerklostre/",,"Sveriges cisterciencerklostre","Medlemspris: 253,94 kr.","Pris: 298,00 kr.",,
"1629472484-531","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788740666090.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472609-568","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical","Verden i opbrud
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740665833-verden-i-opbrud/",,"Verden i opbrud","Medlemspris: 240,00 kr.","Pris: 299,95 kr.","Andet og afsluttende bind i Hans Gregersens store fortælling om mellemkrigstiden. I 2018 kom Verden er ny om de brølende 20'ere, og nu fortsætter han med Verden i opbrud, der sætter fokus på 1930’erne.",
"1629473267-835","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788799881673.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473242-821","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Det modige skib Lotus
                          Medlemspris: 63,75 kr.
                          Pris: 75,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793771079-det-modige-skib-lotus/",,"Det modige skib Lotus","Medlemspris: 63,75 kr.","Pris: 75,00 kr.",,
"1629472596-566","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical","Vi har det så dejligt!
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740653588-vi-har-det-saa-dejligt/",,"Vi har det så dejligt!","Medlemspris: 240,00 kr.","Pris: 299,95 kr.",,
"1629473364-871","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","De frie bønders land
                          Medlemspris: 255,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799881628-de-frie-boenders-land/",,"De frie bønders land","Medlemspris: 255,00 kr.","Pris: 299,95 kr.","Forfatter Erik Jensen er opvokset på Bornholm. Han har arbejdet som journalist på Bornholm, været nyhedsredaktør på Berlingske Tidende og chefredaktør på Frederiksborg Amts Avis. Han har tidligere skrevet bøgerne ""Den Fordømte Byfoged"" og ""Almindingen - bornholmernes skov"". Rønnebo Morten Brynaa har illustreret bogen med flotte skitser holdt i rød-brune-grå jordfarver.",
"1629472644-594","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788702303667.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473299-857","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","Den folkekære stalinist
                          Medlemspris: 315,00 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788702220353-den-folkekaere-stalinist/",,"Den folkekære stalinist","Medlemspris: 315,00 kr.","Pris: 349,95 kr.","En biografisk fortælling om sagføreren, kommunisten, forfatteren og mennesket Carl Madsen. Omstridt, polemisk, foragtet og beundret - en kommunistisk kulturpersonlighed, et helt igennem politisk menneske, der i sin samtid og i kampen om kulturen, politikken og erindringen udgjorde et af den danske kommunismes vigtigste kort. Fra kampen om retsopgøret efter besættelsestiden og op igennem den kolde krigs årtier satte han sit aftryk på fortællingen af danmarkshistorien og tryllebandt offentligheden som usvækket stalinist, revser af det borgerlige samfund og forsvarsadvokat i højt profilerede retssager.",
